,Prix (€),Marque,Taille,Etat,Matière,Localisation,Option de paiement,Vues,Date d'ajout,Département,Libellé du département,Nbvoix,%popent,%popvot
1214,12.0,G-Star,W33 | FR 42,Très bon état,,Perpignan,Carte bancaire,78,"12/29/2023, 11:19:32 AM",66,Pyrénées-Orientales,40475.0,11.14,23.82
1215,5.0,Bonobo,W26 | FR 36,Très bon état,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:03:01 PM",24,Dordogne,43986.0,13.77,25.77
1216,5.0,Frilivin,W31 | FR 40,Très bon état,,Falleron,Carte bancaire,2,"12/29/2023, 4:56:53 PM",85,Vendée,64225.0,11.62,24.23
1217,5.0,H&M,W32 | FR 42,Très bon état,Coton,Pressins,Carte bancaire,11,"12/29/2023, 10:38:06 AM",38,Isère,146859.0,16.5,33.94
1218,5.0,Jo Cassidy,5XL,Neuf avec étiquette,Coton,Armbouts-Cappel,Carte bancaire,12,"12/27/2023, 3:33:14 PM",59,Nord,232470.0,12.77,29.29
1219,5.0,Teddy Smith,W32 | FR 42,Très bon état,,Nice,Carte bancaire,20,"12/29/2023, 3:54:30 PM",6,Alpes-Maritimes,75832.0,9.68,21.81
1220,5.0,John H,M,Neuf sans étiquette,,Grandpuits-Bailly-Carrois,Carte bancaire,24,"12/28/2023, 11:00:47 AM",77,Seine-et-Marne,126188.0,13.95,32.19
1221,9.0,Bonobo,W26 | FR 36,Très bon état,,La Flèche,Carte bancaire,1,"12/29/2023, 6:47:24 PM",72,Sarthe,46201.0,11.209999999999999,25.23
1222,6.0,Devred,W33 | FR 42,Très bon état,,Bussières,Carte bancaire,15,"12/28/2023, 10:50:59 AM",21,Côte-d'Or,46366.0,12.59,25.119999999999997
1223,5.0,TERANCE KOLE,W36 | FR 46,Bon état,,Blainville-sur-l'Eau,Carte bancaire,6,"12/28/2023, 1:50:29 PM",54,Meurthe-et-Moselle,56808.0,11.5,25.669999999999998
1224,5.0,Le Temps des Cerises,W27 | FR 36,Très bon état,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:12:12 PM",24,Dordogne,43986.0,13.77,25.77
1225,6.0,L'Homme Moderne,W33 | FR 42,Neuf sans étiquette,Denim,Saint-André-de-Cubzac,Carte bancaire,4,"12/29/2023, 5:32:28 PM",33,Gironde,186435.0,16.01,32.239999999999995
1226,5.0,Jeanne Arthes,,Neuf avec étiquette,,Créhange,Carte bancaire,4,"12/29/2023, 4:43:08 PM",57,Moselle,65671.0,8.790000000000001,21.759999999999998
1227,5.0,GovdenimM5888,W34 | FR 44,Très bon état,Coton,Segonzac,Carte bancaire,28,"12/27/2023, 4:55:37 PM",16,Charente,32282.0,12.49,25.59
1228,5.0,John H,W24 | FR 34,Neuf sans étiquette,"Coton, Élasthanne",Villejuif,Carte bancaire,1,"12/29/2023, 11:46:27 AM",94,Val-de-Marne,150867.0,18.8,40.26
1229,5.0,Antony Morato,W27 | FR 36,Très bon état,,Châtenay-Malabry,Carte bancaire,5,"12/29/2023, 1:18:52 AM",92,Hauts-de-Seine,165750.0,16.51,31.63
1230,5.0,Bonobo,W30 | FR 40,Très bon état,Coton,Saint-Mihiel,Carte bancaire,21,"12/27/2023, 6:34:12 PM",55,Meuse,12362.0,9.15,19.79
1231,5.0,Denim Co,W28 | FR 38,Neuf sans étiquette,,Bretteville-sur-Odon,Carte bancaire,3,"12/28/2023, 8:26:30 PM",14,Calvados,75199.0,14.61,29.09
1232,9.0,Zara,W32 | FR 42,Très bon état,,Saint-Georges-les-Bains,Carte bancaire,85,"12/29/2023, 11:07:47 AM",7,Ardèche,24851.0,9.68,18.490000000000002
1233,5.95,Beau Temps Belle Mer,XL,Bon état,,Nancy,Carte bancaire,10,"12/29/2023, 5:46:26 PM",54,Meurthe-et-Moselle,56808.0,11.5,25.669999999999998
1234,12.0,Devred,W31 | FR 40,Très bon état,,Seiches-sur-le-Loir,Carte bancaire,2,"12/29/2023, 9:20:08 PM",49,Maine-et-Loire,80283.0,13.57,28.49
1235,5.0,Casual by Gémo,W38 | FR 48,Neuf sans étiquette,,Fougueyrolles,Carte bancaire,2,"12/29/2023, 11:09:58 AM",24,Dordogne,43986.0,13.77,25.77
1236,5.0,Kaporal,W32 | FR 42,Bon état,,Jougne,Carte bancaire,9,"12/29/2023, 5:30:38 PM",25,Doubs,45814.0,12.379999999999999,25.94
1237,10.0,Babolat,,Bon état,,Saint-Jean-de-Braye,Carte bancaire,34,"12/29/2023, 1:57:52 PM",45,Loiret,55327.0,12.040000000000001,24.99
1238,10.0,Tommy Jeans,L,Bon état,,Rodilhan,Carte bancaire,29,"12/29/2023, 12:22:40 PM",30,Gard,73880.0,13.25,28.74
1239,5.0,Pepe Jeans,M,Bon état,,Saint-Romain-au-Mont-d’Or,Carte bancaire,41,"12/29/2023, 12:56:37 PM",,,,,
1240,10.0,Levi's,W32 | FR 42,Bon état,Coton,Sète,Carte bancaire,50,"12/29/2023, 2:24:14 PM",34,Hérault,119495.0,14.02,29.759999999999998
1241,5.0,Livergy,W32 | FR 42,Très bon état,,Bégadan,Carte bancaire,8,"12/29/2023, 1:21:40 PM",33,Gironde,186435.0,16.01,32.239999999999995
1242,8.0,Zara,W34 | FR 44,Neuf sans étiquette,,Rety,Carte bancaire,35,"12/27/2023, 5:48:17 PM",62,Pas-de-Calais,111504.0,10.17,22.5
1243,5.0,Ross Carra,W26 | FR 36,Bon état,,Blainville-sur-l'Eau,Carte bancaire,4,"12/28/2023, 1:46:54 PM",54,Meurthe-et-Moselle,56808.0,11.5,25.669999999999998
1244,5.0,H&M,W23 | FR 32,Très bon état,,Paris,Carte bancaire,12,"12/27/2023, 12:27:55 PM",75,Paris,298944.0,21.94,40.16
1245,9.0,AARHON,W30 | FR 40,Neuf sans étiquette,,Esternay,Carte bancaire,5,"12/29/2023, 1:50:51 PM",51,Marne,37475.0,9.8,21.94
1246,5.0,SMOG,W36 | FR 46,Bon état,,Le Mans,Carte bancaire,6,"12/28/2023, 8:43:05 PM",72,Sarthe,46201.0,11.209999999999999,25.23
1247,5.0,Celio,W33 | FR 42,Très bon état,,Sorgues,Carte bancaire,16,"12/26/2023, 4:57:37 PM",84,Vaucluse,49879.0,12.06,26.27
1248,5.0,Jules,W26 | FR 36,Très bon état,Coton,Saint-Aubin-lès-Elbeuf,Carte bancaire,1,"12/29/2023, 3:37:47 PM",76,Seine-Maritime,134442.0,15.23,31.92
1249,5.0,Frilivin,W31 | FR 40,Très bon état,,Falleron,Carte bancaire,1,"12/29/2023, 4:51:19 PM",85,Vendée,64225.0,11.62,24.23
1250,5.0,Brave Soul,W30 | FR 40,Neuf avec étiquette,,Châteauneuf-les-Martigues,Carte bancaire,15,"12/29/2023, 11:31:01 AM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997
1251,5.0,G-Star,W25 | FR 34,Bon état,,Naintré,Carte bancaire,16,"12/29/2023, 4:42:45 PM",86,Vienne,46410.0,15.120000000000001,30.36
1252,5.0,Kaporal,W28 | FR 38,Très bon état,,Évry,Carte bancaire,1,"12/29/2023, 5:50:17 PM",89,Yonne,29042.0,12.16,24.93
1253,5.0,Pull & Bear,W26 | FR 36,Très bon état,,Cabriès,Carte bancaire,204,"12/28/2023, 6:55:30 PM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997
1254,5.0,Bershka,M,Très bon état,,Ozoir-la-Ferrière,Carte bancaire,24,"12/29/2023, 1:56:57 PM",77,Seine-et-Marne,126188.0,13.95,32.19
1255,5.0,Lee,W32 | FR 42,Très bon état,Coton,Aveizieux,Carte bancaire,48,"12/29/2023, 11:58:58 AM",42,Loire,60447.0,11.71,24.85
1256,6.0,,W34 | FR 44,Très bon état,,Lamonzie-Saint-Martin,Carte bancaire,23,"12/28/2023, 5:49:40 PM",24,Dordogne,43986.0,13.77,25.77
1257,5.0,Levi's,W29 | FR 38,Bon état,,Surtainville,Carte bancaire,26,"12/29/2023, 2:52:14 PM",50,Manche,48914.0,12.72,25.990000000000002
1258,5.0,Bonobo,W30 | FR 40,Neuf sans étiquette,,Saint-Laure,Carte bancaire,18,"12/29/2023, 11:53:09 AM",63,Puy-de-Dôme,92396.0,19.66,39.02
1259,7.0,Zara,W32 | FR 42,Neuf avec étiquette,,Mulhouse,Carte bancaire,45,"12/29/2023, 6:48:16 PM",68,Haut-Rhin,49170.0,9.22,21.470000000000002
1260,5.0,Jules,W30 | FR 40,Très bon état,,Harnes,Carte bancaire,16,"12/29/2023, 8:41:06 AM",62,Pas-de-Calais,111504.0,10.17,22.5
1261,5.0,Bizzbee,W29 | FR 38,Neuf sans étiquette,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:19:11 PM",24,Dordogne,43986.0,13.77,25.77
1262,5.0,Bonobo,W26 | FR 36,Très bon état,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:08:58 PM",24,Dordogne,43986.0,13.77,25.77
1263,6.0,Diesel,W32 | FR 42,Très bon état,,Mantes-la-Ville,Carte bancaire,20,"12/29/2023, 6:45:32 PM",78,Yvelines,142866.0,14.81,29.020000000000003
1264,6.0,Nike,M,Bon état,,Saint-Jean-de-Védas,Carte bancaire,31,"12/29/2023, 7:22:10 PM",34,Hérault,119495.0,14.02,29.759999999999998
1265,5.0,Leeyo Jeans,W28 | FR 38,Très bon état,,Buigny-Saint-Maclou,Carte bancaire,9,"12/29/2023, 12:51:07 PM",80,Somme,52514.0,12.78,26.61
1266,5.0,C&A,W34 | FR 44,Très bon état,Coton,Baume-les-Dames,Carte bancaire,8,"12/27/2023, 11:51:26 AM",25,Doubs,45814.0,12.379999999999999,25.94
1267,5.0,Pull & Bear,W30 | FR 40,Très bon état,,Paris,Carte bancaire,35,"12/29/2023, 3:32:51 PM",75,Paris,298944.0,21.94,40.16
1268,5.0,Celio,W33 | FR 42,Très bon état,,Saint-Jacques-de-la-Lande,Carte bancaire,2,"12/29/2023, 9:01:47 PM",35,Ille-et-Vilaine,140256.0,18.080000000000002,34.95
1269,5.0,Bonobo,W28 | FR 38,Très bon état,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:06:12 PM",24,Dordogne,43986.0,13.77,25.77
1270,9.0,The Rockn Rev,W32 | FR 42,Neuf sans étiquette,,Esternay,Carte bancaire,4,"12/29/2023, 1:53:56 PM",51,Marne,37475.0,9.8,21.94
1271,5.0,Bonobo,W27 | FR 36,Très bon état,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:24:32 PM",24,Dordogne,43986.0,13.77,25.77
1272,5.0,Urban Rags,W30 | FR 40,Très bon état,"Coton, Polyes",Broye-Aubigney-Montseugny,Carte bancaire,20,"12/27/2023, 9:47:41 AM",70,Haute-Saône,19043.0,10.69,21.29
1273,5.0,ICON,W23 | FR 32,Très bon état,,Quimper,Carte bancaire,75,"12/28/2023, 4:13:03 PM",29,Finistère,118179.0,16.59,32.06
1274,7.0,Levi's,W30 | FR 40,Très bon état,,Neuville-de-Poitou,Carte bancaire,30,"12/29/2023, 2:14:08 PM",86,Vienne,46410.0,15.120000000000001,30.36
1275,5.0,Celio,W33 | FR 42,Très bon état,,Saint-Jacques-de-la-Lande,Carte bancaire,0,"12/29/2023, 9:08:26 PM",35,Ille-et-Vilaine,140256.0,18.080000000000002,34.95
1276,6.0,Pionier,W36 | FR 46,Très bon état,,Saint-Loubès,Carte bancaire,58,"12/29/2023, 3:50:17 PM",33,Gironde,186435.0,16.01,32.239999999999995
1277,5.0,Celio,W38 | FR 48,Très bon état,,Thoiry,Carte bancaire,69,"12/25/2023, 10:46:04 AM",1,Ain,51895.0,11.78,25.04
1278,5.0,Jack & Jones,W30 | FR 40,Très bon état,Coton,Nantua,Carte bancaire,36,"12/29/2023, 8:53:50 AM",1,Ain,51895.0,11.78,25.04
1279,5.0,Dsquared2,W23 | FR 32,Neuf sans étiquette,,Orange,Carte bancaire,35,"12/29/2023, 6:33:05 PM",84,Vaucluse,49879.0,12.06,26.27
1280,5.0,districenter,M,Très bon état,,Saint-Jean-de-Maurienne,Carte bancaire,8,"12/28/2023, 5:26:51 PM",73,Savoie,44566.0,13.84,28.009999999999998
1281,8.0,Levi's,W31 | FR 40,Bon état,Coton,Marseillan,Carte bancaire,33,"12/29/2023, 11:18:14 AM",32,Gers,19195.0,13.0,23.75
1282,5.0,Teddy Smith,S,Bon état,,Olivet,Carte bancaire,6,"12/27/2023, 8:55:42 PM",45,Loiret,55327.0,12.040000000000001,24.99
1283,5.0,Springfield,W32 | FR 42,Bon état,,Sennely,Carte bancaire,0,"12/29/2023, 9:08:32 PM",45,Loiret,55327.0,12.040000000000001,24.99
1284,5.0,Bonobo,W26 | FR 36,Neuf sans étiquette,,Saint-Laurs,Carte bancaire,8,"12/28/2023, 10:16:46 AM",79,Deux-Sèvres,40743.0,14.860000000000001,30.64
1285,5.0,ICON,W26 | FR 36,Très bon état,,Socourt,Carte bancaire,26,"12/28/2023, 10:08:36 AM",88,Vosges,25787.0,9.260000000000002,19.18
1286,6.0,Jack & Jones,W31 | FR 40,Bon état,Coton,Le Thor,Carte bancaire,17,"12/26/2023, 3:22:33 PM",84,Vaucluse,49879.0,12.06,26.27
1287,12.0,G-Star,W33 | FR 42,Très bon état,,Perpignan,Carte bancaire,78,"12/29/2023, 11:19:32 AM",66,Pyrénées-Orientales,40475.0,11.14,23.82
1288,5.0,Bonobo,W26 | FR 36,Très bon état,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:03:01 PM",24,Dordogne,43986.0,13.77,25.77
1289,5.0,Frilivin,W31 | FR 40,Très bon état,,Falleron,Carte bancaire,2,"12/29/2023, 4:56:53 PM",85,Vendée,64225.0,11.62,24.23
1290,5.0,H&M,W32 | FR 42,Très bon état,Coton,Pressins,Carte bancaire,11,"12/29/2023, 10:38:06 AM",38,Isère,146859.0,16.5,33.94
1291,5.0,Jo Cassidy,5XL,Neuf avec étiquette,Coton,Armbouts-Cappel,Carte bancaire,12,"12/27/2023, 3:33:14 PM",59,Nord,232470.0,12.77,29.29
1292,5.0,Teddy Smith,W32 | FR 42,Très bon état,,Nice,Carte bancaire,20,"12/29/2023, 3:54:30 PM",6,Alpes-Maritimes,75832.0,9.68,21.81
1293,5.0,John H,M,Neuf sans étiquette,,Grandpuits-Bailly-Carrois,Carte bancaire,24,"12/28/2023, 11:00:47 AM",77,Seine-et-Marne,126188.0,13.95,32.19
1294,9.0,Bonobo,W26 | FR 36,Très bon état,,La Flèche,Carte bancaire,1,"12/29/2023, 6:47:24 PM",72,Sarthe,46201.0,11.209999999999999,25.23
1295,6.0,Devred,W33 | FR 42,Très bon état,,Bussières,Carte bancaire,15,"12/28/2023, 10:50:59 AM",21,Côte-d'Or,46366.0,12.59,25.119999999999997
1296,5.0,TERANCE KOLE,W36 | FR 46,Bon état,,Blainville-sur-l'Eau,Carte bancaire,6,"12/28/2023, 1:50:29 PM",54,Meurthe-et-Moselle,56808.0,11.5,25.669999999999998
1297,5.0,Le Temps des Cerises,W27 | FR 36,Très bon état,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:12:12 PM",24,Dordogne,43986.0,13.77,25.77
1298,6.0,L'Homme Moderne,W33 | FR 42,Neuf sans étiquette,Denim,Saint-André-de-Cubzac,Carte bancaire,4,"12/29/2023, 5:32:28 PM",33,Gironde,186435.0,16.01,32.239999999999995
1299,5.0,Jeanne Arthes,,Neuf avec étiquette,,Créhange,Carte bancaire,4,"12/29/2023, 4:43:08 PM",57,Moselle,65671.0,8.790000000000001,21.759999999999998
1300,5.0,GovdenimM5888,W34 | FR 44,Très bon état,Coton,Segonzac,Carte bancaire,28,"12/27/2023, 4:55:37 PM",16,Charente,32282.0,12.49,25.59
1301,5.0,John H,W24 | FR 34,Neuf sans étiquette,"Coton, Élasthanne",Villejuif,Carte bancaire,1,"12/29/2023, 11:46:27 AM",94,Val-de-Marne,150867.0,18.8,40.26
1302,5.0,Bonobo,W30 | FR 40,Très bon état,Coton,Saint-Mihiel,Carte bancaire,21,"12/27/2023, 6:34:12 PM",55,Meuse,12362.0,9.15,19.79
1303,5.0,Antony Morato,W27 | FR 36,Très bon état,,Châtenay-Malabry,Carte bancaire,5,"12/29/2023, 1:18:52 AM",92,Hauts-de-Seine,165750.0,16.51,31.63
1304,5.0,Denim Co,W28 | FR 38,Neuf sans étiquette,,Bretteville-sur-Odon,Carte bancaire,3,"12/28/2023, 8:26:30 PM",14,Calvados,75199.0,14.61,29.09
1305,9.0,Zara,W32 | FR 42,Très bon état,,Saint-Georges-les-Bains,Carte bancaire,85,"12/29/2023, 11:07:47 AM",7,Ardèche,24851.0,9.68,18.490000000000002
1306,5.95,Beau Temps Belle Mer,XL,Bon état,,Nancy,Carte bancaire,10,"12/29/2023, 5:46:26 PM",54,Meurthe-et-Moselle,56808.0,11.5,25.669999999999998
1307,12.0,Devred,W31 | FR 40,Très bon état,,Seiches-sur-le-Loir,Carte bancaire,2,"12/29/2023, 9:20:08 PM",49,Maine-et-Loire,80283.0,13.57,28.49
1308,5.0,Casual by Gémo,W38 | FR 48,Neuf sans étiquette,,Fougueyrolles,Carte bancaire,2,"12/29/2023, 11:09:58 AM",24,Dordogne,43986.0,13.77,25.77
1309,5.0,Kaporal,W32 | FR 42,Bon état,,Jougne,Carte bancaire,9,"12/29/2023, 5:30:38 PM",25,Doubs,45814.0,12.379999999999999,25.94
1310,10.0,Babolat,,Bon état,,Saint-Jean-de-Braye,Carte bancaire,34,"12/29/2023, 1:57:52 PM",45,Loiret,55327.0,12.040000000000001,24.99
1311,10.0,Tommy Jeans,L,Bon état,,Rodilhan,Carte bancaire,29,"12/29/2023, 12:22:40 PM",30,Gard,73880.0,13.25,28.74
1312,5.0,Pepe Jeans,M,Bon état,,Saint-Romain-au-Mont-d’Or,Carte bancaire,41,"12/29/2023, 12:56:37 PM",,,,,
1313,10.0,Levi's,W32 | FR 42,Bon état,Coton,Sète,Carte bancaire,51,"12/29/2023, 2:24:14 PM",34,Hérault,119495.0,14.02,29.759999999999998
1314,5.0,Livergy,W32 | FR 42,Très bon état,,Bégadan,Carte bancaire,8,"12/29/2023, 1:21:40 PM",33,Gironde,186435.0,16.01,32.239999999999995
1315,8.0,Zara,W34 | FR 44,Neuf sans étiquette,,Rety,Carte bancaire,35,"12/27/2023, 5:48:17 PM",62,Pas-de-Calais,111504.0,10.17,22.5
1316,5.0,Ross Carra,W26 | FR 36,Bon état,,Blainville-sur-l'Eau,Carte bancaire,4,"12/28/2023, 1:46:54 PM",54,Meurthe-et-Moselle,56808.0,11.5,25.669999999999998
1317,5.0,H&M,W23 | FR 32,Très bon état,,Paris,Carte bancaire,12,"12/27/2023, 12:27:55 PM",75,Paris,298944.0,21.94,40.16
1318,9.0,AARHON,W30 | FR 40,Neuf sans étiquette,,Esternay,Carte bancaire,5,"12/29/2023, 1:50:51 PM",51,Marne,37475.0,9.8,21.94
1319,5.0,SMOG,W36 | FR 46,Bon état,,Le Mans,Carte bancaire,6,"12/28/2023, 8:43:05 PM",72,Sarthe,46201.0,11.209999999999999,25.23
1320,5.0,Celio,W33 | FR 42,Très bon état,,Sorgues,Carte bancaire,17,"12/26/2023, 4:57:37 PM",84,Vaucluse,49879.0,12.06,26.27
1321,5.0,Jules,W26 | FR 36,Très bon état,Coton,Saint-Aubin-lès-Elbeuf,Carte bancaire,1,"12/29/2023, 3:37:47 PM",76,Seine-Maritime,134442.0,15.23,31.92
1322,5.0,Frilivin,W31 | FR 40,Très bon état,,Falleron,Carte bancaire,1,"12/29/2023, 4:51:19 PM",85,Vendée,64225.0,11.62,24.23
1323,5.0,Freeman T. Porter,W29 | FR 38,Très bon état,,Évry,Carte bancaire,5,"12/29/2023, 5:46:21 PM",89,Yonne,29042.0,12.16,24.93
1324,5.0,Brave Soul,W30 | FR 40,Neuf avec étiquette,,Châteauneuf-les-Martigues,Carte bancaire,16,"12/29/2023, 11:31:01 AM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997
1325,5.0,G-Star,W25 | FR 34,Bon état,,Naintré,Carte bancaire,16,"12/29/2023, 4:42:45 PM",86,Vienne,46410.0,15.120000000000001,30.36
1326,5.0,Kaporal,W28 | FR 38,Très bon état,,Évry,Carte bancaire,1,"12/29/2023, 5:50:17 PM",89,Yonne,29042.0,12.16,24.93
1327,5.0,Pull & Bear,W26 | FR 36,Très bon état,,Cabriès,Carte bancaire,205,"12/28/2023, 6:55:30 PM",13,Bouches-du-Rhône,188860.0,13.299999999999999,30.729999999999997
1328,5.0,Bershka,M,Très bon état,,Ozoir-la-Ferrière,Carte bancaire,25,"12/29/2023, 1:56:57 PM",77,Seine-et-Marne,126188.0,13.95,32.19
1329,5.0,Lee,W32 | FR 42,Très bon état,Coton,Aveizieux,Carte bancaire,48,"12/29/2023, 11:58:58 AM",42,Loire,60447.0,11.71,24.85
1330,6.0,,W34 | FR 44,Très bon état,,Lamonzie-Saint-Martin,Carte bancaire,23,"12/28/2023, 5:49:40 PM",24,Dordogne,43986.0,13.77,25.77
1331,5.0,Levi's,W29 | FR 38,Bon état,,Surtainville,Carte bancaire,26,"12/29/2023, 2:52:14 PM",50,Manche,48914.0,12.72,25.990000000000002
1332,5.0,Bonobo,W30 | FR 40,Neuf sans étiquette,,Saint-Laure,Carte bancaire,18,"12/29/2023, 11:53:09 AM",63,Puy-de-Dôme,92396.0,19.66,39.02
1333,7.0,Zara,W32 | FR 42,Neuf avec étiquette,,Mulhouse,Carte bancaire,45,"12/29/2023, 6:48:16 PM",68,Haut-Rhin,49170.0,9.22,21.470000000000002
1334,5.0,Jules,W30 | FR 40,Très bon état,,Harnes,Carte bancaire,16,"12/29/2023, 8:41:06 AM",62,Pas-de-Calais,111504.0,10.17,22.5
1335,5.0,Bizzbee,W29 | FR 38,Neuf sans étiquette,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:19:11 PM",24,Dordogne,43986.0,13.77,25.77
1336,5.0,Bonobo,W26 | FR 36,Très bon état,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:08:58 PM",24,Dordogne,43986.0,13.77,25.77
1337,6.0,Diesel,W32 | FR 42,Très bon état,,Mantes-la-Ville,Carte bancaire,20,"12/29/2023, 6:45:32 PM",78,Yvelines,142866.0,14.81,29.020000000000003
1338,6.0,Nike,M,Bon état,,Saint-Jean-de-Védas,Carte bancaire,33,"12/29/2023, 7:22:10 PM",34,Hérault,119495.0,14.02,29.759999999999998
1339,5.0,Leeyo Jeans,W28 | FR 38,Très bon état,,Buigny-Saint-Maclou,Carte bancaire,9,"12/29/2023, 12:51:07 PM",80,Somme,52514.0,12.78,26.61
1340,5.0,C&A,W34 | FR 44,Très bon état,Coton,Baume-les-Dames,Carte bancaire,8,"12/27/2023, 11:51:26 AM",25,Doubs,45814.0,12.379999999999999,25.94
1341,5.0,Pull & Bear,W30 | FR 40,Très bon état,,Paris,Carte bancaire,35,"12/29/2023, 3:32:51 PM",75,Paris,298944.0,21.94,40.16
1342,5.0,Celio,W33 | FR 42,Très bon état,,Saint-Jacques-de-la-Lande,Carte bancaire,3,"12/29/2023, 9:01:47 PM",35,Ille-et-Vilaine,140256.0,18.080000000000002,34.95
1343,5.0,Bonobo,W28 | FR 38,Très bon état,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:06:12 PM",24,Dordogne,43986.0,13.77,25.77
1344,9.0,The Rockn Rev,W32 | FR 42,Neuf sans étiquette,,Esternay,Carte bancaire,4,"12/29/2023, 1:53:56 PM",51,Marne,37475.0,9.8,21.94
1345,5.0,Bonobo,W27 | FR 36,Très bon état,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:24:32 PM",24,Dordogne,43986.0,13.77,25.77
1346,5.0,Urban Rags,W30 | FR 40,Très bon état,"Coton, Polyes",Broye-Aubigney-Montseugny,Carte bancaire,20,"12/27/2023, 9:47:41 AM",70,Haute-Saône,19043.0,10.69,21.29
1347,5.0,ICON,W23 | FR 32,Très bon état,,Quimper,Carte bancaire,75,"12/28/2023, 4:13:03 PM",29,Finistère,118179.0,16.59,32.06
1348,7.0,Levi's,W30 | FR 40,Très bon état,,Neuville-de-Poitou,Carte bancaire,30,"12/29/2023, 2:14:08 PM",86,Vienne,46410.0,15.120000000000001,30.36
1349,5.0,Celio,W33 | FR 42,Très bon état,,Saint-Jacques-de-la-Lande,Carte bancaire,0,"12/29/2023, 9:08:26 PM",35,Ille-et-Vilaine,140256.0,18.080000000000002,34.95
1350,6.0,Pionier,W36 | FR 46,Très bon état,,Saint-Loubès,Carte bancaire,58,"12/29/2023, 3:50:17 PM",33,Gironde,186435.0,16.01,32.239999999999995
1351,5.0,Celio,W38 | FR 48,Très bon état,,Thoiry,Carte bancaire,69,"12/25/2023, 10:46:04 AM",1,Ain,51895.0,11.78,25.04
1352,5.0,Jack & Jones,W30 | FR 40,Très bon état,Coton,Nantua,Carte bancaire,36,"12/29/2023, 8:53:50 AM",1,Ain,51895.0,11.78,25.04
1353,5.0,Dsquared2,W23 | FR 32,Neuf sans étiquette,,Orange,Carte bancaire,35,"12/29/2023, 6:33:05 PM",84,Vaucluse,49879.0,12.06,26.27
1354,5.0,districenter,M,Très bon état,,Saint-Jean-de-Maurienne,Carte bancaire,8,"12/28/2023, 5:26:51 PM",73,Savoie,44566.0,13.84,28.009999999999998
1355,8.0,Levi's,W31 | FR 40,Bon état,Coton,Marseillan,Carte bancaire,33,"12/29/2023, 11:18:14 AM",32,Gers,19195.0,13.0,23.75
1356,5.0,Teddy Smith,S,Bon état,,Olivet,Carte bancaire,6,"12/27/2023, 8:55:42 PM",45,Loiret,55327.0,12.040000000000001,24.99
1357,5.0,Springfield,W32 | FR 42,Bon état,,Sennely,Carte bancaire,0,"12/29/2023, 9:08:32 PM",45,Loiret,55327.0,12.040000000000001,24.99
1358,5.0,Bonobo,W26 | FR 36,Neuf sans étiquette,,Saint-Laurs,Carte bancaire,8,"12/28/2023, 10:16:46 AM",79,Deux-Sèvres,40743.0,14.860000000000001,30.64
1359,5.0,ICON,W26 | FR 36,Très bon état,,Socourt,Carte bancaire,26,"12/28/2023, 10:08:36 AM",88,Vosges,25787.0,9.260000000000002,19.18
1360,6.0,Jack & Jones,W31 | FR 40,Bon état,Coton,Le Thor,Carte bancaire,17,"12/26/2023, 3:22:33 PM",84,Vaucluse,49879.0,12.06,26.27
1361,12.0,G-Star,W33 | FR 42,Très bon état,,Perpignan,Carte bancaire,78,"12/29/2023, 11:19:32 AM",66,Pyrénées-Orientales,40475.0,11.14,23.82
1362,5.0,Bonobo,W26 | FR 36,Très bon état,,Sarlat-la-Canéda,Carte bancaire,0,"12/29/2023, 9:03:01 PM",24,Dordogne,43986.0,13.77,25.77
1363,5.0,Frilivin,W31 | FR 40,Très bon état,,Falleron,Carte bancaire,2,"12/29/2023, 4:56:53 PM",85,Vendée,64225.0,11.62,24.23
1364,5.0,H&M,W32 | FR 42,Très bon état,Coton,Pressins,Carte bancaire,11,"12/29/2023, 10:38:06 AM",38,Isère,146859.0,16.5,33.94
1365,5.0,Jo Cassidy,5XL,Neuf avec étiquette,Coton,Armbouts-Cappel,Carte bancaire,12,"12/27/2023, 3:33:14 PM",59,Nord,232470.0,12.77,29.29
1366,5.0,Teddy Smith,W32 | FR 42,Très bon état,,Nice,Carte bancaire,20,"12/29/2023, 3:54:30 PM",6,Alpes-Maritimes,75832.0,9.68,21.81
1367,5.0,John H,M,Neuf sans étiquette,,Grandpuits-Bailly-Carrois,Carte bancaire,24,"12/28/2023, 11:00:47 AM",77,Seine-et-Marne,126188.0,13.95,32.19
